Married-civ-spouse,193524,Male,Prof-specialty,Doctorate
Married-civ-spouse,116632,Male,Prof-specialty,Doctorate
Never-married,410867,Female,Prof-specialty,Doctorate
Married-civ-spouse,191277,Male,Prof-specialty,Doctorate
Married-civ-spouse,109567,Male,Prof-specialty,Doctorate
Married-civ-spouse,188386,Male,Exec-managerial,Doctorate
Never-married,133937,Male,Prof-specialty,Doctorate
Never-married,158156,Female,Prof-specialty,Doctorate
Married-civ-spouse,289436,Male,Prof-specialty,Doctorate
Separated,195322,Male,Prof-specialty,Doctorate
Married-civ-spouse,292472,Male,Prof-specialty,Doctorate
Divorced,295566,Female,Prof-specialty,Doctorate
Married-civ-spouse,128272,Male,Exec-managerial,Doctorate
Divorced,327886,Male,Prof-specialty,Doctorate
Married-civ-spouse,168212,Male,Prof-specialty,Doctorate
Married-civ-spouse,55863,Female,Prof-specialty,Doctorate
Married-spouse-absent,196025,Male,Prof-specialty,Doctorate
Married-civ-spouse,99185,Male,Prof-specialty,Doctorate
Married-civ-spouse,119098,Male,Prof-specialty,Doctorate
Married-civ-spouse,134768,Male,Prof-specialty,Doctorate
Married-civ-spouse,145160,Male,Prof-specialty,Doctorate
Never-married,103110,Male,Prof-specialty,Doctorate
Widowed,188172,Female,?,Doctorate
Married-civ-spouse,175935,Male,Adm-clerical,Doctorate
Never-married,40083,Male,Prof-specialty,Doctorate
Never-married,67450,Male,Prof-specialty,Doctorate
Married-civ-spouse,185145,Male,Prof-specialty,Doctorate
Married-spouse-absent,57600,Female,Prof-specialty,Doctorate
Married-civ-spouse,110517,Male,Prof-specialty,Doctorate
Married-civ-spouse,133917,Male,Prof-specialty,Doctorate
Never-married,194894,Female,Prof-specialty,Doctorate
Married-civ-spouse,172962,Male,Prof-specialty,Doctorate
Married-civ-spouse,124971,Male,Prof-specialty,Doctorate
Married-civ-spouse,178319,Male,Prof-specialty,Doctorate
Married-civ-spouse,150121,Male,Exec-managerial,Doctorate
Never-married,446358,Male,Prof-specialty,Doctorate
Married-civ-spouse,293196,Male,Prof-specialty,Doctorate
Widowed,214627,Male,Prof-specialty,Doctorate
Married-civ-spouse,65278,Male,Exec-managerial,Doctorate
Married-civ-spouse,183710,Male,Exec-managerial,Doctorate
Married-civ-spouse,235882,Male,Prof-specialty,Doctorate
Married-civ-spouse,50048,Male,Prof-specialty,Doctorate
Married-civ-spouse,382802,Male,Prof-specialty,Doctorate
Married-civ-spouse,52138,Male,Prof-specialty,Doctorate
Married-civ-spouse,118902,Male,?,Doctorate
Married-civ-spouse,144064,Male,Prof-specialty,Doctorate
Married-civ-spouse,231741,Male,Prof-specialty,Doctorate
Married-civ-spouse,356838,Male,Prof-specialty,Doctorate
Married-civ-spouse,199720,Male,Prof-specialty,Doctorate
Married-civ-spouse,149650,Male,Prof-specialty,Doctorate
Married-civ-spouse,128472,Male,Prof-specialty,Doctorate
Married-civ-spouse,50164,Male,Exec-managerial,Doctorate
Never-married,91949,Female,Prof-specialty,Doctorate
Never-married,100734,Female,Prof-specialty,Doctorate
Never-married,282680,Female,Prof-specialty,Doctorate
Married-civ-spouse,315640,Male,Prof-specialty,Doctorate
Never-married,254221,Female,Prof-specialty,Doctorate
Married-civ-spouse,192894,Male,Prof-specialty,Doctorate
Married-civ-spouse,146091,Female,Exec-managerial,Doctorate
Married-civ-spouse,506329,Male,Prof-specialty,Doctorate
Married-civ-spouse,214068,Male,Prof-specialty,Doctorate
Never-married,177907,Male,Prof-specialty,Doctorate
Divorced,117583,Female,Prof-specialty,Doctorate
Married-civ-spouse,53197,Male,Adm-clerical,Doctorate
Never-married,306108,Male,Prof-specialty,Doctorate
Married-civ-spouse,160662,Male,Exec-managerial,Doctorate
Married-civ-spouse,129573,Male,Prof-specialty,Doctorate
